date,ticker,company,open,high,low,close,adj_close,volume
2020-04-27,AAPL,Apple Inc.,70.45,71.135,69.9875,70.7925,68.3582,117087600
2020-04-28,AAPL,Apple Inc.,71.27,71.4575,69.55,69.645,67.2502,112004800
2020-04-29,AAPL,Apple Inc.,71.1825,72.4175,70.9725,71.9325,69.459,137280800
2020-04-30,AAPL,Apple Inc.,72.49,73.6325,72.0875,73.45,70.9244,183064000
2020-05-01,AAPL,Apple Inc.,71.5625,74.75,71.4625,72.2675,69.7825,240616800
2020-05-04,AAPL,Apple Inc.,72.2925,73.4225,71.58,73.29,70.7699,133568000
2020-05-05,AAPL,Apple Inc.,73.765,75.25,73.615,74.39,71.832,147751200
2020-05-06,AAPL,Apple Inc.,75.115,75.81,74.7175,75.1575,72.5731,142333600
2020-05-07,AAPL,Apple Inc.,75.805,76.2925,75.4925,75.935,73.3239,115215200
2020-05-08,AAPL,Apple Inc.,76.41,77.5875,76.0725,77.5325,75.0691,133838400
2020-05-11,AAPL,Apple Inc.,77.025,79.2625,76.81,78.7525,76.2504,145946400
2020-05-12,AAPL,Apple Inc.,79.4575,79.9225,77.7275,77.8525,75.379,162301200
2020-05-13,AAPL,Apple Inc.,78.0375,78.9875,75.8025,76.9125,74.4688,200622400
2020-05-14,AAPL,Apple Inc.,76.1275,77.4475,75.3825,77.385,74.9263,158929200
2020-05-15,AAPL,Apple Inc.,75.0875,76.975,75.0525,76.9275,74.4833,166348400
2020-05-18,AAPL,Apple Inc.,78.2925,79.125,77.58,78.74,76.2383,135178400
2020-05-19,AAPL,Apple Inc.,78.7575,79.63,78.2525,78.285,75.7977,101729600
2020-05-20,AAPL,Apple Inc.,79.17,79.88,79.13,79.8075,77.2718,111504800
2020-05-21,AAPL,Apple Inc.,79.665,80.2225,78.9675,79.2125,76.6957,102688800
2020-05-22,AAPL,Apple Inc.,78.9425,79.8075,78.8375,79.7225,77.1896,81803200
2020-05-26,AAPL,Apple Inc.,80.875,81.06,79.125,79.1825,76.6667,125522000
2020-05-27,AAPL,Apple Inc.,79.035,79.6775,78.2725,79.5275,77.0007,112945200
2020-05-28,AAPL,Apple Inc.,79.1925,80.86,78.9075,79.5625,77.0346,133560800
2020-05-29,AAPL,Apple Inc.,79.8125,80.2875,79.1175,79.485,76.9596,153532400
2020-06-01,AAPL,Apple Inc.,79.4375,80.5875,79.3025,80.4625,77.906,80791200
2020-06-02,AAPL,Apple Inc.,80.1875,80.86,79.7325,80.835,78.2667,87642800
2020-06-03,AAPL,Apple Inc.,81.165,81.55,80.575,81.28,78.6976,104491200
2020-06-04,AAPL,Apple Inc.,81.0975,81.405,80.195,80.58,78.0198,87560400
2020-06-05,AAPL,Apple Inc.,80.8375,82.9375,80.8075,82.875,80.2419,137250400
2020-06-08,AAPL,Apple Inc.,82.5625,83.4,81.83,83.365,80.7163,95654400
2020-06-09,AAPL,Apple Inc.,83.035,86.4025,83.0025,85.9975,83.2652,147712400
2020-06-10,AAPL,Apple Inc.,86.975,88.6925,86.5225,88.21,85.4074,166651600
2020-06-11,AAPL,Apple Inc.,87.3275,87.765,83.87,83.975,81.3069,201662400
2020-06-12,AAPL,Apple Inc.,86.18,86.95,83.555,84.7,82.0089,200146000
2020-06-15,AAPL,Apple Inc.,83.3125,86.42,83.145,85.7475,83.0231,138808800
2020-06-16,AAPL,Apple Inc.,87.865,88.3,86.18,88.02,85.2234,165428800
2020-06-17,AAPL,Apple Inc.,88.7875,88.85,87.7725,87.8975,85.1048,114406400
2020-06-18,AAPL,Apple Inc.,87.8525,88.3625,87.305,87.9325,85.1387,96820400
2020-06-19,AAPL,Apple Inc.,88.66,89.14,86.2875,87.43,84.6522,264476000
2020-06-22,AAPL,Apple Inc.,87.835,89.865,87.7875,89.7175,86.867,135445200
2020-06-23,AAPL,Apple Inc.,91.0,93.095,90.5675,91.6325,88.7211,212155600
2020-06-24,AAPL,Apple Inc.,91.25,92.1975,89.63,90.015,87.155,192623200
2020-06-25,AAPL,Apple Inc.,90.175,91.25,89.3925,91.21,88.3121,137522400
2020-06-26,AAPL,Apple Inc.,91.1025,91.33,88.255,88.4075,85.5986,205256800
2020-06-29,AAPL,Apple Inc.,88.3125,90.5425,87.82,90.445,87.5714,130646000
2020-06-30,AAPL,Apple Inc.,90.02,91.495,90.0,91.2,88.3024,140223200
2020-07-01,AAPL,Apple Inc.,91.28,91.84,90.9775,91.0275,88.1354,110737200
2020-07-02,AAPL,Apple Inc.,91.9625,92.6175,90.91,91.0275,88.1354,114041600
2020-07-06,AAPL,Apple Inc.,92.5,93.945,92.4675,93.4625,90.493,118655600
2020-07-07,AAPL,Apple Inc.,93.8525,94.655,93.0575,93.1725,90.2122,112424400
2020-07-08,AAPL,Apple Inc.,94.18,95.375,94.09,95.3425,92.3133,117092000
2020-07-09,AAPL,Apple Inc.,96.2625,96.3175,94.6725,95.7525,92.7102,125642800
2020-07-10,AAPL,Apple Inc.,95.335,95.98,94.705,95.92,92.8724,90257200
2020-07-13,AAPL,Apple Inc.,97.265,99.955,95.2575,95.4775,92.444,191649200
2020-07-14,AAPL,Apple Inc.,94.84,97.255,93.8775,97.0575,93.9738,170989200
2020-07-15,AAPL,Apple Inc.,98.99,99.2475,96.49,97.725,94.6201,153198000
2020-07-16,AAPL,Apple Inc.,96.5625,97.405,95.905,96.5225,93.4558,110577600
2020-07-17,AAPL,Apple Inc.,96.9875,97.1475,95.84,96.3275,93.267,92186800
2020-07-20,AAPL,Apple Inc.,96.4175,98.5,96.0625,98.3575,95.2325,90318000
2020-07-21,AAPL,Apple Inc.,99.1725,99.25,96.7425,97.0,93.9181,103433200
2020-07-22,AAPL,Apple Inc.,96.6925,97.975,96.6025,97.2725,94.1819,89001600
2020-07-23,AAPL,Apple Inc.,96.9975,97.0775,92.01,92.845,89.8951,197004400
2020-07-24,AAPL,Apple Inc.,90.9875,92.97,89.145,92.615,89.6724,185438800
2020-07-27,AAPL,Apple Inc.,93.71,94.905,93.48,94.81,91.7977,121214000
2020-07-28,AAPL,Apple Inc.,94.3675,94.55,93.2475,93.2525,90.2897,103625600
2020-07-29,AAPL,Apple Inc.,93.75,95.23,93.7125,95.04,92.0204,90329200
2020-07-30,AAPL,Apple Inc.,94.1875,96.2975,93.7675,96.19,93.1339,158130000
2020-07-31,AAPL,Apple Inc.,102.885,106.415,100.825,106.26,102.8839,374336800
2020-08-03,AAPL,Apple Inc.,108.2,111.6375,107.8925,108.9375,105.4763,308151200
2020-08-04,AAPL,Apple Inc.,109.1325,110.79,108.3875,109.665,106.1807,173071600
2020-08-05,AAPL,Apple Inc.,109.3775,110.3925,108.8975,110.0625,106.5656,121776800
2020-08-06,AAPL,Apple Inc.,110.405,114.4125,109.7975,113.9025,110.2836,202428800
2020-08-07,AAPL,Apple Inc.,113.205,113.675,110.2925,111.1125,107.7762,198045600
2020-08-10,AAPL,Apple Inc.,112.6,113.775,110.0,112.7275,109.3427,212403600
2020-08-11,AAPL,Apple Inc.,111.97,112.4825,109.1075,109.375,106.0909,187902400
2020-08-12,AAPL,Apple Inc.,110.4975,113.275,110.2975,113.01,109.6167,165598000
2020-08-13,AAPL,Apple Inc.,114.43,116.0425,113.9275,115.01,111.5567,210082000
2020-08-14,AAPL,Apple Inc.,114.83,115.0,113.045,114.9075,111.4573,165565200
2020-08-17,AAPL,Apple Inc.,116.0625,116.0875,113.9625,114.6075,111.1662,119561600
2020-08-18,AAPL,Apple Inc.,114.3525,116.0,114.0075,115.5625,112.0926,105633600
2020-08-19,AAPL,Apple Inc.,115.9825,117.1625,115.61,115.7075,112.2332,145538000
2020-08-20,AAPL,Apple Inc.,115.75,118.3925,115.7325,118.275,114.7237,126907200
2020-08-21,AAPL,Apple Inc.,119.2625,124.8675,119.25,124.37,120.6356,338054800
2020-08-24,AAPL,Apple Inc.,128.6975,128.785,123.9375,125.8575,122.0785,345937600
2020-08-25,AAPL,Apple Inc.,124.6975,125.18,123.0525,124.825,121.077,211495600
2020-08-26,AAPL,Apple Inc.,126.18,126.9925,125.0825,126.5225,122.7235,163022400
2020-08-27,AAPL,Apple Inc.,127.1425,127.485,123.8325,125.01,121.2564,155552400
2020-08-28,AAPL,Apple Inc.,126.0125,126.4425,124.5775,124.8075,121.06,187630000
2020-08-31,AAPL,Apple Inc.,127.58,131.0,126.0,129.04,125.1654,225702700
2020-09-01,AAPL,Apple Inc.,132.76,134.8,130.53,134.18,130.151,151948100
2020-09-02,AAPL,Apple Inc.,137.59,137.98,127.0,131.4,127.4546,200119000
2020-09-03,AAPL,Apple Inc.,126.91,128.84,120.5,120.88,117.2504,257599600
2020-09-04,AAPL,Apple Inc.,120.07,123.7,110.89,120.96,117.328,332607200
2020-09-08,AAPL,Apple Inc.,113.95,118.99,112.68,112.82,109.4324,231366600
2020-09-09,AAPL,Apple Inc.,117.26,119.14,115.26,117.32,113.7973,176940500
2020-09-10,AAPL,Apple Inc.,120.36,120.5,112.5,113.49,110.0823,182274400
2020-09-11,AAPL,Apple Inc.,114.57,115.23,110.0,112.0,108.637,180860300
2020-09-14,AAPL,Apple Inc.,114.72,115.93,112.8,115.36,111.8962,140150100
2020-09-15,AAPL,Apple Inc.,118.33,118.83,113.61,115.54,112.0708,184642000
2020-09-16,AAPL,Apple Inc.,115.23,116.0,112.04,112.13,108.7631,154679000
2020-09-17,AAPL,Apple Inc.,109.72,112.2,108.71,110.34,107.0269,178011000
2020-09-18,AAPL,Apple Inc.,110.4,110.88,106.09,106.84,103.632,287104900
2020-09-21,AAPL,Apple Inc.,104.54,110.19,103.1,110.08,106.7747,195713800
2020-09-22,AAPL,Apple Inc.,112.68,112.86,109.16,111.81,108.4528,183055400
2020-09-23,AAPL,Apple Inc.,111.62,112.11,106.77,107.12,103.9036,150718700
2020-09-24,AAPL,Apple Inc.,105.17,110.25,105.0,108.22,104.9706,167743300
2020-09-25,AAPL,Apple Inc.,108.43,112.44,107.67,112.28,108.9086,149981400
2020-09-28,AAPL,Apple Inc.,115.01,115.32,112.78,114.96,111.5082,137672400
2020-09-29,AAPL,Apple Inc.,114.55,115.31,113.57,114.09,110.6643,99382200
2020-09-30,AAPL,Apple Inc.,113.79,117.26,113.62,115.81,112.3326,142675200
2020-10-01,AAPL,Apple Inc.,117.64,117.72,115.83,116.79,113.2832,116120400
2020-10-02,AAPL,Apple Inc.,112.89,115.37,112.22,113.02,109.6264,144712000
2020-10-05,AAPL,Apple Inc.,113.91,116.65,113.55,116.5,113.0019,106243800
2020-10-06,AAPL,Apple Inc.,115.7,116.12,112.25,113.16,109.7622,161498200
2020-10-07,AAPL,Apple Inc.,114.62,115.55,114.13,115.08,111.6246,96849000
2020-10-08,AAPL,Apple Inc.,116.25,116.4,114.59,114.97,111.5179,83477200
2020-10-09,AAPL,Apple Inc.,115.28,117.0,114.92,116.97,113.4578,100506900
2020-10-12,AAPL,Apple Inc.,120.06,125.18,119.28,124.4,120.6647,240226800
2020-10-13,AAPL,Apple Inc.,125.27,125.39,119.65,121.1,117.4638,262330500
2020-10-14,AAPL,Apple Inc.,121.0,123.03,119.62,121.19,117.5511,150712000
2020-10-15,AAPL,Apple Inc.,118.72,121.2,118.15,120.71,117.0855,112559200
2020-10-16,AAPL,Apple Inc.,121.28,121.55,118.81,119.02,115.4463,115393800
2020-10-19,AAPL,Apple Inc.,119.96,120.42,115.66,115.98,112.4976,120639300
2020-10-20,AAPL,Apple Inc.,116.2,118.98,115.63,117.51,113.9816,124423700
2020-10-21,AAPL,Apple Inc.,116.67,118.71,116.45,116.87,113.3608,89946000
2020-10-22,AAPL,Apple Inc.,117.45,118.04,114.59,115.75,112.2745,101988000
2020-10-23,AAPL,Apple Inc.,116.39,116.55,114.28,115.04,111.5858,82572600
2020-10-26,AAPL,Apple Inc.,114.01,116.55,112.88,115.05,111.5955,111850700
2020-10-27,AAPL,Apple Inc.,115.49,117.28,114.54,116.6,113.0989,92276800
2020-10-28,AAPL,Apple Inc.,115.05,115.43,111.1,111.2,107.8611,143937800
2020-10-29,AAPL,Apple Inc.,112.37,116.93,112.2,115.32,111.8574,146129200
2020-10-30,AAPL,Apple Inc.,111.06,111.99,107.72,108.86,105.5913,190272600
2020-11-02,AAPL,Apple Inc.,109.11,110.68,107.32,108.77,105.504,122866900
2020-11-03,AAPL,Apple Inc.,109.66,111.49,108.73,110.44,107.1239,107624400
2020-11-04,AAPL,Apple Inc.,114.14,115.59,112.35,114.95,111.4985,138235500
2020-11-05,AAPL,Apple Inc.,117.95,119.62,116.87,119.03,115.456,126387100
2020-11-06,AAPL,Apple Inc.,118.32,119.2,116.13,118.69,115.3248,114457900
2020-11-09,AAPL,Apple Inc.,120.5,121.99,116.05,116.32,113.022,154515300
2020-11-10,AAPL,Apple Inc.,115.55,117.59,114.13,115.97,112.6819,138023400
2020-11-11,AAPL,Apple Inc.,117.19,119.63,116.44,119.49,116.1021,112295000
2020-11-12,AAPL,Apple Inc.,119.62,120.53,118.57,119.21,115.83,103162300
2020-11-13,AAPL,Apple Inc.,119.44,119.67,117.87,119.26,115.8786,81581900
2020-11-16,AAPL,Apple Inc.,118.92,120.99,118.15,120.3,116.8892,91183000
2020-11-17,AAPL,Apple Inc.,119.55,120.67,118.96,119.39,116.005,74271000
2020-11-18,AAPL,Apple Inc.,118.61,119.82,118.0,118.03,114.6835,76322100
2020-11-19,AAPL,Apple Inc.,117.59,119.06,116.81,118.64,115.2762,74113000
2020-11-20,AAPL,Apple Inc.,118.64,118.77,117.29,117.34,114.0131,73604300
2020-11-23,AAPL,Apple Inc.,117.18,117.62,113.75,113.85,110.622,127959300
2020-11-24,AAPL,Apple Inc.,113.91,115.85,112.59,115.17,111.9046,113874200
2020-11-25,AAPL,Apple Inc.,115.55,116.75,115.17,116.03,112.7402,76499200
2020-11-27,AAPL,Apple Inc.,116.57,117.49,116.22,116.59,113.2843,46691300
2020-11-30,AAPL,Apple Inc.,116.97,120.97,116.81,119.05,115.6746,169410200
2020-12-01,AAPL,Apple Inc.,121.01,123.47,120.01,122.72,119.2405,127728200
2020-12-02,AAPL,Apple Inc.,122.02,123.37,120.89,123.08,119.5903,89004200
2020-12-03,AAPL,Apple Inc.,123.52,123.78,122.21,122.94,119.4543,78967600
2020-12-04,AAPL,Apple Inc.,122.6,122.86,121.52,122.25,118.7839,78260400
2020-12-07,AAPL,Apple Inc.,122.31,124.57,122.25,123.75,120.2413,86712000
2020-12-08,AAPL,Apple Inc.,124.37,124.98,123.09,124.38,120.8535,82225500
2020-12-09,AAPL,Apple Inc.,124.53,125.95,121.0,121.78,118.3272,115089200
2020-12-10,AAPL,Apple Inc.,120.5,123.87,120.15,123.24,119.7458,81312200
2020-12-11,AAPL,Apple Inc.,122.43,122.76,120.55,122.41,118.9393,86939800
2020-12-14,AAPL,Apple Inc.,122.6,123.35,121.54,121.78,118.3272,79184500
2020-12-15,AAPL,Apple Inc.,124.34,127.9,124.13,127.88,124.2542,157243700
2020-12-16,AAPL,Apple Inc.,127.41,128.37,126.56,127.81,124.1862,98208600
2020-12-17,AAPL,Apple Inc.,128.9,129.58,128.04,128.7,125.0509,94359800
2020-12-18,AAPL,Apple Inc.,128.96,129.1,126.12,126.66,123.0688,192541500
2020-12-21,AAPL,Apple Inc.,125.02,128.31,123.45,128.23,124.5943,121251600
2020-12-22,AAPL,Apple Inc.,131.61,134.41,129.65,131.88,128.1408,168904800
2020-12-23,AAPL,Apple Inc.,132.16,132.43,130.78,130.96,127.2469,88223700
2020-12-24,AAPL,Apple Inc.,131.32,133.46,131.1,131.97,128.2283,54930100
2020-12-28,AAPL,Apple Inc.,133.99,137.34,133.51,136.69,132.8144,124486200
2020-12-29,AAPL,Apple Inc.,138.05,138.79,134.34,134.87,131.046,121047300
2020-12-30,AAPL,Apple Inc.,135.58,135.99,133.4,133.72,129.9286,96452100
2020-12-31,AAPL,Apple Inc.,134.08,134.74,131.72,132.69,128.9278,99116600
2021-01-04,AAPL,Apple Inc.,133.52,133.61,126.76,129.41,125.7409,143301900
2021-01-05,AAPL,Apple Inc.,128.89,131.74,128.43,131.01,127.2955,97664900
2021-01-06,AAPL,Apple Inc.,127.72,131.05,126.38,126.6,123.0105,155088000
2021-01-07,AAPL,Apple Inc.,128.36,131.63,127.86,130.92,127.2081,109578200
2021-01-08,AAPL,Apple Inc.,132.43,132.63,130.23,132.05,128.306,105158200
2021-01-11,AAPL,Apple Inc.,129.19,130.17,128.5,128.98,125.323,100384500
2021-01-12,AAPL,Apple Inc.,128.5,129.69,126.86,128.8,125.1482,91951100
2021-01-13,AAPL,Apple Inc.,128.76,131.45,128.49,130.89,127.1789,88636800
2021-01-14,AAPL,Apple Inc.,130.8,131.0,128.76,128.91,125.255,90221800
2021-01-15,AAPL,Apple Inc.,128.78,130.22,127.0,127.14,123.5352,111598500
2021-01-19,AAPL,Apple Inc.,127.78,128.71,126.94,127.83,124.2057,90757300
2021-01-20,AAPL,Apple Inc.,128.66,132.49,128.55,132.03,128.2865,104319500
2021-01-21,AAPL,Apple Inc.,133.8,139.67,133.59,136.87,132.9894,120150900
2021-01-22,AAPL,Apple Inc.,136.28,139.85,135.02,139.07,135.127,114459400
2021-01-25,AAPL,Apple Inc.,143.07,145.09,136.54,142.92,138.8678,157611700
2021-01-26,AAPL,Apple Inc.,143.6,144.3,141.37,143.16,139.101,98390600
2021-01-27,AAPL,Apple Inc.,143.43,144.3,140.41,142.06,138.0322,140843800
2021-01-28,AAPL,Apple Inc.,139.52,141.99,136.7,137.09,133.2031,142621100
2021-01-29,AAPL,Apple Inc.,135.83,136.74,130.21,131.96,128.2186,177523800
2021-02-01,AAPL,Apple Inc.,133.75,135.38,130.93,134.14,130.3367,106239800
2021-02-02,AAPL,Apple Inc.,135.73,136.31,134.61,134.99,131.1627,83305400
2021-02-03,AAPL,Apple Inc.,135.76,135.77,133.61,133.94,130.1424,89880900
2021-02-04,AAPL,Apple Inc.,136.3,137.4,134.59,137.39,133.4946,84183100
2021-02-05,AAPL,Apple Inc.,137.35,137.42,135.86,136.76,133.081,75693800
2021-02-08,AAPL,Apple Inc.,136.03,136.96,134.92,136.91,133.227,71297200
2021-02-09,AAPL,Apple Inc.,136.62,137.88,135.85,136.01,132.3512,76774200
2021-02-10,AAPL,Apple Inc.,136.48,136.99,134.4,135.39,131.7479,73046600
2021-02-11,AAPL,Apple Inc.,135.9,136.39,133.77,135.13,131.4949,64280000
2021-02-12,AAPL,Apple Inc.,134.35,135.53,133.69,135.37,131.7284,60145100
2021-02-16,AAPL,Apple Inc.,135.49,136.01,132.79,133.19,129.6071,80576300
2021-02-17,AAPL,Apple Inc.,131.25,132.22,129.47,130.84,127.3203,97918500
2021-02-18,AAPL,Apple Inc.,129.2,130.0,127.41,129.71,126.2207,96856700
2021-02-19,AAPL,Apple Inc.,130.24,130.71,128.8,129.87,126.3764,87668800
2021-02-22,AAPL,Apple Inc.,128.01,129.72,125.6,126.0,122.6105,103916400
2021-02-23,AAPL,Apple Inc.,123.76,126.71,118.39,125.86,122.4743,158273000
2021-02-24,AAPL,Apple Inc.,124.94,125.56,122.23,125.35,121.978,111039900
2021-02-25,AAPL,Apple Inc.,124.68,126.46,120.54,120.99,117.7353,148199500
2021-02-26,AAPL,Apple Inc.,122.59,124.85,121.2,121.26,117.998,164560400
2021-03-01,AAPL,Apple Inc.,123.75,127.93,122.79,127.79,124.3523,116307900
2021-03-02,AAPL,Apple Inc.,128.41,128.72,125.01,125.12,121.7542,102260900
2021-03-03,AAPL,Apple Inc.,124.81,125.71,121.84,122.06,118.7765,112966300
2021-03-04,AAPL,Apple Inc.,121.75,123.6,118.62,120.13,116.8984,178155000
2021-03-05,AAPL,Apple Inc.,120.98,121.94,117.57,121.42,118.1537,153766600
2021-03-08,AAPL,Apple Inc.,120.93,121.0,116.21,116.36,113.2298,154376600
2021-03-09,AAPL,Apple Inc.,119.03,122.06,118.79,121.09,117.8326,129525800
2021-03-10,AAPL,Apple Inc.,121.69,122.17,119.45,119.98,116.7524,111943300
2021-03-11,AAPL,Apple Inc.,122.54,123.21,121.26,121.96,118.6792,103026500
2021-03-12,AAPL,Apple Inc.,120.4,121.17,119.16,121.03,117.7742,88105100
2021-03-15,AAPL,Apple Inc.,121.41,124.0,120.42,123.99,120.6545,92403800
2021-03-16,AAPL,Apple Inc.,125.7,127.22,124.72,125.57,122.192,115227900
